"business_id","score","date","description","type"
"1351D77D-1355-BFB3-400E6556F53D09DB","90.5","20141216","","routine"
"138D98F4-1030-845B-81E4CC0174BD70E7","91.5","20141219","","routine"
"152C778A-1675-16D0-A903EC066FCB1B91","88","20141215","","routine"
"1662904D-DBAF-5847-66A29C9EA3A95E90","85.5","20141216","","routine"
"498476","92.5","20141219","","routine"
"498855","92.5","20141217","","routine"
"527907","90","20141211","","routine"
"56BFE69F-F1E8-BB43-6A8BB933E2AA8926","91.5","20141212","","routine"
"9182EE0D-DB8E-CC98-2DD1D2FEC0EA5EEE","92","20141212","","routine"
"BEE4622F-96A2-1787-BFF518BB9A65F262","90.5","20141219","","routine"
"DC73C89D-9F82-C3AB-E82887468B0B005A","90","20141220","","routine"
"E4AA313E-C70F-14D5-C799716D451928B0","92","20141218","","routine"
"F65E4A39-88C6-107A-2FEBA9892CA03100","92.5","20141218","","routine"
"132F3B95-CD64-E049-186B124737A6CB4B","94","20141218","","routine"
"D481AF8E-CC2E-9D68-381013FAD1D53FFA","96","20141231","","routine"
"D688192A-A645-AC20-0753D28F7BBBB451","96","20141229","","routine"
"C2120FF2-3048-98E1-5CD1D3F2B01879DB","97","20141231","","routine"
"497097","97","20141223","","routine"
"503824","97","20141229","","routine"
"0579154B-C7A1-D375-27348090C7400D84","97","20141231","","routine"
"496845","97","20150102","","routine"
"7D103A7D-12E1-6D08-1A5CC168554E9E1D","97","20141230","","routine"
"0CF9098D-D402-284E-2FA0C5F24F9614D3","98","20141231","","routine"
"3A653AF5-F132-069D-51CF17612670C93D","97.5","20141229","","routine"
"494758","97.5","20141231","","routine"
"499654","98.5","20141218","","routine"
"500460","98","20141231","","routine"
"509014","98","20141230","","routine"
"808376CD-CE8F-89A2-9D890C429A85E3AD","98","20141230","","routine"
"9C0C9A30-0D50-0602-DBDC1E64F81C474D","98","20141229","","routine"
"A34DAE70-97C1-382F-3866DC65CA73C43E","98","20141229","","routine"
"A3B7B03D-FC54-91AA-5C8F20874940EDDD","97.5","20150102","","routine"
"C1FCF7AD-3048-98E1-5CC8EF77ED15D744","97.5","20141230","","routine"
"C33ED6EF-FC4C-15C6-36207FC1DF89A53A","97.5","20141231","","routine"
"EF723E5A-F3D8-73A1-99D5743A9BEE0842","97.5","20141230","","routine"
"6E68B0C9-FE67-39D3-C9BCBCFCDAD844E0","93.5","20141121","","routine"
"7D14FB64-80D8-6375-0CCF173969F52311","94","20141121","","routine"
"B266D9C7-9E82-E34C-2FE9CC313E3B649F","93.5","20141118","","routine"
"B5D8B3F1-C348-6E57-CC2046EF3D9E2BAB","93.5","20141120","","routine"
"C087797D-DA81-F57A-C31EF3D8B21BF950","93","20141118","","routine"
"D9D75295-E448-0460-96C49B9C460F76AB","93","20141119","","routine"
"130627C8-98E5-6336-EEE66A3339962132","95.5","20141119","","routine"
"495552","95","20141120","","routine"
"501051","95","20141118","","routine"
"501097","95","20141118","","routine"
"5F87670A-B0B1-247D-E4DC623C3FD47966","95","20141120","","routine"
"74939767-BFE5-9A69-65212AC337C76878","95","20141120","","routine"
"856A1C0F-C0A3-1092-4834EDD750D86AA6","95.5","20141119","","routine"
"9DD3EB67-9D35-75F5-D1E793520E9359B8","95.5","20141119","","routine"
"A28F0F9B-CB36-151B-18B0995A346DE37C","95","20141120","","routine"
"C7E9FD06-0AFB-ED27-1CC1E58BD03E48CB","95.5","20141120","","routine"
"CC2E1078-BB2E-B069-7FE416D073795304","95","20141121","","routine"
"14A2929E-A041-025D-3ADECE95F0496E61","96","20141119","","routine"
"498944","96.5","20141120","","routine"
"499515","96.5","20141120","","routine"
"500941","96","20141118","","routine"
"503746","96","20141119","","routine"
"65FC3E22-CA15-7793-96E6352B33C5080F","96.5","20141121","","routine"
"75B43045-B9D3-61CA-E0BB8A5AA2CC5246","96.5","20141119","","routine"
"106E3C03-EFF1-EF8E-D1429DE4181BAB2F","97","20141120","","routine"
"496656","97","20141117","","routine"
"5072D67F-ECF5-714A-9EF37B82C047391B","97.5","20141119","","routine"
"527915","97","20141117","","routine"
"8A1B2667-E4A3-3672-F2209B433B457795","97","20141118","","routine"
"BBA7B7F0-B58E-AB71-F5FC37280B1E6079","97","20141113","","routine"
"BD0D97BE-FA5C-C29B-6089057FD3C881D9","97.5","20141119","","routine"
"CC136F61-0FD7-5CB2-D92BF9A3956DFC82","97.5","20141121","","routine"
"00FF7E07-D5C4-3000-995FAB448FED097D","98.5","20141117","","routine"
"062A6A30-E1F1-135E-559A847185DBD6FB","98.5","20141118","","routine"
"2427FC51-F3AC-7156-9E9D84B2286416A5","98.5","20141121","","routine"
"496180","98","20141118","","routine"
"498056","98","20141118","","routine"
"4E06C818-3048-98E5-1A9F70BF49E2720A","98","20141117","","routine"
"4FF17E09-AA78-1F82-38B3C40F27E4152E","99","20141121","","routine"
"500288","99","20141118","","routine"
"501262","98.5","20141120","","routine"
"6160DE1B-B8E7-73ED-E230032802FDD923","98","20141119","","routine"
"64288803-C78C-E82B-092815F3F69D401A","98","20141117","","routine"
"6DD4E0BA-9C4D-3CBB-B4CC93F4D8749B48","98.5","20141118","","routine"
"9489A8BC-138F-14C6-8A9C64A44FC16EAB","98.5","20141118","","routine"
"A514002E-AF0F-38D2-1EAD91EF1380AAFC","98","20141120","","routine"
"B5F2619E-0655-D00D-F967E695921F7D6B","99","20141118","","routine"
"B678D485-3048-983B-264D95204B93EC16","98.5","20141117","","routine"
"D247568D-E927-E87E-E0C2EA0C278B96D3","98","20141121","","routine"
"D78C9EC1-3048-9838-FC73266452DB8378","98","20141117","","routine"
"EE6E279D-E842-4C0C-2BC29803F85EAD1D","98","20141118","","routine"
"EF977C10-C67F-C23D-F656FBAADA98DAD0","98.5","20141117","","routine"
"495618","90.5","20141204","","routine"
"498045","90.5","20141201","","routine"
"499079","88","20141204","","routine"
"500391","92.5","20141201","","routine"
"5133DCF2-04B5-55F3-98CF917D6654B8CA","90.5","20141202","","routine"
"562DE7A5-F8F0-A41F-6CEF01732087E190","88","20141201","","routine"
"A34D33D7-952F-EC08-4BF44E3BCAF3AC80","92","20141202","","routine"
"A96B9E66-3048-98E5-1AEEFB37C98C2DCD","91.5","20141204","","routine"
"D96A9C27-BFF8-7554-D7EFBA741B6C722C","100","20141202","","routine"
"E07B2AA4-9DE7-9F10-42914769D7EB9641","91.5","20141203","","routine"
"0C5157D2-CADC-8E92-01BEB1637A2B053F","94","20141203","","routine"
"1396FDA8-1749-1448-B4D48A3C3364F60B","93","20141203","","routine"
"2AF45F6E-DF5F-A6BD-07D24BE340089314","93.5","20141205","","routine"
"493871","94.5","20141201","","routine"
"497692","94","20141203","","followup"
"497865","93","20141202","","routine"
"498129","94.5","20141205","","routine"
"56EF6E21-A205-6BC0-9A90C2F2221A4F3E","93.5","20141201","","routine"
"6C840031-3048-9838-FC9B0CAC46A9AC92","93.5","20141205","","routine"
"BAE72243-A2D2-101E-9943F70775A78A91","93","20141205","","routine"
"CAFDA998-CA07-0A85-F4D0D56796A2D9EF","93.5","20141202","","routine"
"D1C51E9B-CCA5-C068-2570BC825B339329","93","20141203","","routine"
"F6F96EF3-AC0A-6941-688EE9992D1B0DC4","94","20141201","","routine"
"1E74A1D6-04F4-A24E-D736ECF479BEA2F7","95.5","20141203","","routine"
"494684","95","20141201","","routine"
"498833","95.5","20141202","","routine"
"2219AACA-E6BF-1B50-250786649C1538A3","90","20141124","","routine"
"23CA3B8C-9859-368E-57F5758633C91E97","","20141121","","routine"
"25FEF9B7-AB6D-160F-E84B54ED0078989F","92","20141121","","routine"
"2ADB1AB6-3048-9838-FC48473CE7E555F1","90.5","20141124","","routine"
"497692","88","20141124","","routine"
"499745","92","20141125","","routine"
"A29098C7-3048-98E5-1AC4696360998F49","90","20141124","","routine"
"D3164269-AD6A-B4F9-0E269F870E401D12","92.5","20141124","","routine"
"E07FB51A-3048-9838-FC6F6D70714DB7F5","90","20141126","","routine"
"EF90D1A4-DDC0-9130-24EC342C1E15879B","92.5","20141125","","followup"
"17222ADE-1064-129B-77261119FA304432","94.5","20141125","","routine"
"17BA787B-1973-12EE-35B21134949E1243","94","20141125","","routine"
"494679","94.5","20141125","","routine"
"495439","94","20141125","","routine"
"499539","93","20141121","","routine"
"499704","94.5","20141125","","routine"
"508804","94.5","20141126","","routine"
"6175EA19-BB54-C6A9-BFEBA4A0E44ACA83","94","20141124","","routine"
"66C72A28-E75A-69B8-B2775555339FAD4B","94.5","20141125","","routine"
"6A57F4B1-9826-D4F6-03FA6E6A145CB44F","93.5","20141125","","routine"
"6A80F76C-866A-AC01-E3589A05304736A5","94","20141126","","routine"
"6C63A3B0-17E2-8AFB-30AB100CB6CB1B73","93.5","20141126","","routine"
"6C71029E-C8A7-8539-B5C7D61996BDBADB","94","20141125","","routine"
"AD2AAA60-AD36-5BA1-CFAB85CCFC0AAFE9","94.5","20141124","","routine"
"AF2154DC-9D8B-C626-06AE93716E6F9825","94","20141125","","routine"
"C8996FCB-BAA5-14B1-5185948B12AE2600","94.5","20141124","","routine"
"EC453C6B-F30E-132C-7BD369D14CBB358E","94","20141124","","routine"
"108727C3-DF68-9215-BAE94296FF9EDA15","95.5","20141125","","routine"
"120A3868-5F88-9B27-A2D45882B8924B46","95.5","20141121","","routine"
"B30A6CCB-3048-9838-6017CF0F450C0D79","95","20141124","","routine"
"FD34C9D0-B5F8-3F29-27751DECCF002963","95","20141126","","routine"
"495619","96","20141124","","routine"
"504270","96","20141126","","routine"
"A23B38BA-9645-4286-7421CD966C6E0578","96","20141125","","routine"
"B8C3607A-F4FB-0DB2-40C3FA8FC44169A4","96","20141124","","routine"
"12903B17-7644-F0F5-407914433970878E","97","20141125","","routine"
"17F1D385-BE09-6BD0-7A88C1624D7C3ABC","97.5","20141125","","routine"
"3D6CA64C-1422-201B-19E377DCFFFDA15C","97","20141125","","routine"
"497294","97","20141124","","routine"
"500348","97","20141126","","routine"
"500769","97","20141125","","routine"
"5DB14464-13D8-122B-E91B13280887EA67","97","20141126","","routine"
"71EB8CDA-AC76-9B11-46548553A9CBF1BF","97.5","20141124","","routine"
"DE4CECB2-A59E-5221-23B489D75D9B485F","97","20141125","","routine"
"E2CF5DE1-B49E-4F25-73DCB7857C77A84A","97","20141126","","routine"
"F234B1F1-D717-B83F-351CBEADDDADB4CB","97.5","20141126","","routine"
"012BD35B-E1D0-BE1F-ED0468117DE14D50","99","20141126","","routine"
"0B381E71-ADE8-82F3-FC739593FA1C1AC3","98","20141124","","routine"
"13A8F38F-C980-7D9D-2AB9F1C03FD64D9C","98","20141125","","followup"
"44FA4765-D5B2-6F90-EC1E106DFAFE90CC","98.5","20141125","","routine"
"495616","98.5","20141125","","routine"
"500590","98","20141124","","routine"
"54C12624-9A29-698F-28636E6E0F4F9B45","98.5","20141121","","routine"
"721C0BA1-A335-B733-30F35681778C1A94","99","20141125","","routine"
"A5CBDC1E-9EE0-A019-53E545041FEE03B5","98","20141124","","routine"
"B86757BB-05A4-5BB3-53C1B20CCF59D6F6","98.5","20141125","","routine"
"E1BE210E-E801-D670-E6F6F23910444D54","98.5","20141121","","routine"
"E3370D79-D9E5-1617-23F0A02F31374532","98","20141126","","routine"
"FA31E18A-A28D-DF30-726C2583F3652C08","98","20141126","","routine"
"500864","99.5","20141126","","routine"
"D676F31D-A108-D34F-A7969E758D9BEBFB","99.5","20141125","","routine"
"E097EC8A-3048-9838-FC130F1627406386","99.5","20141121","","routine"
"501351","95.5","20141204","","routine"
"501518","95.5","20141202","","routine"
"102BD5D6-9918-1501-C0F310627A616BAB","96","20141202","","routine"
"121B4F3B-1289-AA2E-4A2513621F4F6FD8","96.5","20141203","","routine"
"495477","96","20141205","","routine"
"495589","96.5","20141202","","routine"
"497257","96.5","20141201","","routine"
"4D68DB90-CAF1-550A-67A870C2258A59C0","96.5","20141204","","routine"
"501843","96.5","20141203","","routine"
"696569B2-3048-9838-6034894673D5D110","96","20141203","","routine"
"6A6BC041-D6C9-F317-A8050B77A9C9BA6E","96","20141204","","routine"
"74542D46-1691-F837-5ECB11CAB6707572","96","20141202","","routine"
"8D5CFDAF-6FCE-ACF2-DC9B879450662077","96","20141201","","routine"
"A2174AD2-02D8-6C10-6B2785687A67D937","96.5","20141203","","routine"
"CCDF0DE7-05FD-F1BE-5A228A476EFADFEE","96.5","20141205","","routine"
"F0E1DBCC-9F60-4F1B-C87697D86E8D260B","96","20141125","","routine"
"1BCF0760-9808-0C56-EFC36E8F5B239913","97","20141205","","routine"
"496190","97.5","20141202","","routine"
"496282","97.5","20141203","","routine"
"497927","97","20141203","","routine"
"497928","97.5","20141205","","routine"
"503780","97","20141203","","routine"
"527613","97.5","20141124","","routine"
"6360B584-1422-201B-19271A4E441BE707","97","20141205","","routine"
"3AC4D7D2-BC97-79A0-48485507E61498AC","98.5","20141204","","routine"
"495527","98","20141203","","routine"
"499748","98","20141202","","routine"
"500051","98","20141202","","routine"
"A4E63A23-1422-201B-19F2536E72F248C0","98.5","20141203","","routine"
"C0F63CE4-16E2-D2A2-BA40131917DFE64F","98","20141204","","routine"
"D4136BD8-BCDB-2738-F5769968708573A1","98.5","20141203","","routine"
"D6B88960-FAF0-EAA0-18D96959D8D7FB78","98","20141201","","routine"
"D8D373E1-3048-9933-80598190D171A8F1","98.5","20141205","","routine"
"DE8AEA42-1422-201B-193237DABD1D71B2","98","20141203","","routine"
"F19FCE43-CE7D-8A2C-90DA36A70D57A17D","98","20141204","","routine"
"0A13BA57-C174-0E85-6B07EA03485E77D6","99.5","20141202","","routine"
"494930","99","20141203","","routine"
"496327","99","20141201","","routine"
"B192D055-A4E3-12C0-BD60803843766796","99.5","20141204","","routine"
"FCED12AE-B819-1AC2-47B1ED231CCDA163","99.5","20141205","","routine"
"1CE25F1E-3048-983B-26012A1A6990A7CA","94","20141212","","routine"
"494771","93","20141219","","routine"
"528017","94","20141215","","routine"
"58FC0199-AB22-882E-77B7570F99A805C9","93","20141218","","routine"
"624B4172-1422-201B-197EB98F3ED80136","94","20141209","","routine"
"6853CE6A-0E64-E84F-243574D29979FF5B","94","20141217","","routine"
"6A9B16AA-15C4-1968-BC5214B97C6839BB","94","20141219","","routine"
"9F2FC456-D890-54A1-076DA0A9983177E8","93.5","20141215","","routine"
"A189DAFF-1569-1909-365419F09D361ECF","93.5","20141219","","routine"
"CDD5770B-C900-3419-35FC4D6F730C2241","93","20141219","","routine"
"D3168751-DFF8-F709-0996B96E865CBC0C","94","20141217","","routine"
"D6DC2307-F841-96F6-B1A93759C6806F14","94","20141217","","routine"
"ED95EEA3-BAB0-D794-40AF4D400EECA0D5","94","20141217","","routine"
"C6DE99AE-A304-4FC5-86E459D99DB8C9FF","95.5","20141217","","routine"
"D1526D40-D3ED-D8DA-A3E578C9DE0CC5AE","94.5","20141211","","routine"
"E5640492-10B3-8BC7-ABCB103226CABA6A","95","20141217","","routine"
"E8BB1674-EF59-FE8D-DE44A9C8FD8A80C6","94.5","20141210","","routine"
"FC8CF4C5-A7CA-934B-1E101135DAD3ABD4","95.5","20141212","","routine"
"FE1B92D7-CE90-958B-58E90912B04463D9","95.5","20141217","","routine"
"0D17A191-EA58-02A6-1C12593EEF72A0B7","96.5","20141217","","routine"
"3E59CA03-B44D-3073-3A849C410182B9E9","96","20141215","","routine"
"120E1727-B993-681E-4AB17E70A66B85B9","94.5","20141217","","routine"
"155F3C7A-7D26-5310-B208FB954BE96976","95","20141217","","routine"
"1FF76FA8-B993-7D5B-BD058ADE1A6CAD77","94.5","20141218","","routine"
"3C743624-1422-201B-192538C930AB2ACC","94.5","20141216","","routine"
"495521","95","20141217","","routine"
"495627","95","20141212","","routine"
"496310","94.5","20141218","","routine"
"4C9BE68D-0A79-4BF6-6F639DD656B9098B","95","20141215","","routine"
"500226","95","20141218","","routine"
"501727","95","20141210","","routine"
"527173","95","20141218","","routine"
"65806D9F-B753-159A-B17080BE2280AF10","95","20141218","","routine"
"9EBD3E52-FA0E-63AA-FFD88B18CCAC2B3A","95","20141217","","routine"
"B7E4CE54-3048-983B-2697675DD4F1903C","95","20141218","","routine"
"BDEE91E6-3048-9933-80BFB0EE8FEC07A7","94.5","20141212","","routine"
"405FD132-C32C-47D1-64E387A161A61EF1","96","20141211","","routine"
"495562","96.5","20141215","","routine"
"497076","96","20141216","","routine"
"499801","96","20141218","","routine"
"500340","96","20141219","","routine"
"500727","96.5","20141218","","routine"
"501502","96","20141211","","routine"
"501918","96","20141218","","routine"
"8C9461FF-9C28-A36A-8D8531B069308AE9","96","20141219","","routine"
"93825A02-B920-9B17-7B49861BCA4D8E9A","96","20141215","","routine"
"DCFF199C-E17E-CA06-1E23AFCD541CB86B","96","20141217","","routine"
"FEFF8D16-0A7E-1A98-D06B98654E8F7A5A","96.5","20141216","","routine"
"493869","97","20141210","","routine"
"494989","97.5","20141216","","routine"
"498723","97","20141216","","routine"
"500359","97","20141213","","routine"
"503836","97","20141216","","routine"
"5152ABD1-DCF9-A163-A0B18906926C5B80","97","20141216","","routine"
"5C780583-0999-AB22-64F752E63FC1E85E","97","20141217","","routine"
"679AE30F-CCF4-3A34-EC46E9DA7063A5B4","97.5","20141218","","routine"
"061DBBC8-951E-4450-FE2D44BF5214156E","98","20141216","","routine"
"082054EE-036C-19FC-4F864F10D111D508","98.5","20141219","","routine"
"8578B75A-1475-13A5-0C46DB9E325AFF9E","97","20141211","","routine"
"91C1466D-AC44-5A4D-E67DBF2C0E09EFF7","97.5","20141211","","routine"
"9369A055-CBCF-1942-AA18566548044B19","97.5","20141217","","routine"
"A9342359-F02F-5E6F-18245DCD2D6AC023","97","20141217","","routine"
"B5280725-F10F-C10E-C95B98B5087D511C","97.5","20141219","","routine"
"C8A9D635-1422-201B-19F4DBCC53FD0ACC","97.5","20141212","","routine"
"0A0205D6-9B17-15A1-A3CE3BE3FCCB54EA","98.5","20141216","","routine"
"12457BF5-F77C-2B3E-A94626CE00F16883","98.5","20141216","","routine"
"495348","98","20141210","","routine"
"499538","98","20141210","","routine"
"500583","98.5","20141219","","routine"
"500595","98","20141218","","routine"
"501828","98","20141212","","routine"
"85DDEAB2-C05E-535B-A456A7ADFD0FE305","98","20141212","","routine"
"B5625123-BA10-328F-B820F3013E2A5224","98","20141211","","routine"
"DB81D09A-698E-EC67-9F24B4AB50106724","98.5","20141216","","routine"
"497856","95","20141222","","routine"
"498009","95","20141219","","routine"
"501632","94.5","20141222","","routine"
"501671","95.5","20141223","","routine"
"92B187A3-E206-5EA6-BD6B708FD7017261","95.5","20141219","","routine"
"496931","98","20141223","","routine"
"65FE6BEA-DD86-8EE6-30A2CD9338852EA2","98.5","20141223","","routine"
"4CB5B87A-A4B0-06E7-2634D9897D742D43","99.5","20141218","","routine"
"502060","99","20141217","","routine"
"DCC0E4CE-0469-5FBE-6AEF574D5B2993D3","99","20141217","","routine"
"495035","88.5","20141223","","routine"
"499104","90","20141219","","routine"
"7337EDB7-FF1F-6311-1C5CB0613EE25673","85.5","20141223","","routine"
"7F4CA6AA-DE99-248F-712B966A4FB01DA1","92.5","20141223","","routine"
"D6553887-EB5B-4A3A-3A2FB2D8998C21D1","92","20141222","","routine"
"E9492F8C-3048-98E5-1AA53582E27FCFC1","90.5","20141223","","routine"
"4255DAA9-B1D6-1884-1771437E8C4B9A77","94","20141222","","routine"
"496425","93","20141222","","routine"
"498953","94","20141222","","routine"
"502013","93","20141222","","routine"
"951C8F79-EFF9-4FF4-99073F7E722AE045","94","20141223","","routine"
"A4DEB3DE-1422-201B-199500A4787286A3","93.5","20141219","","routine"
"E5393B69-D3BC-3630-FFFF7EB5C5336273","94","20141218","","routine"
"1376F467-5F3B-FDED-BEF8FD05579810FD","95","20141222","","routine"
"3ABEF9F5-99F1-C60E-7AAA63F6FB19C2E2","95","20141223","","routine"
"A48B1658-1911-F777-1A65E2226FDBC1BD","95","20141222","","routine"
"B2128FF0-B6B7-4791-D196D5AB65DA4AEC","95.5","20141219","","routine"
"BF255EF9-05C4-04CF-45889A4BABA7AD31","95.5","20141223","","routine"
"C087A449-9471-FC6F-1F0CAA70C6139616","95","20141223","","routine"
"CC5DABEE-E8DC-812F-ED67B731CFF28D0B","95","20141222","","routine"
"03D0B869-9790-0CB6-E27EB9965164CF3C","96","20141222","","routine"
"13D531F0-B946-12D6-78C3EC64AFE17A6D","96","20141223","","routine"
"178119FB-E084-C462-C5D885036BC2E0CD","96","20141222","","routine"
"1F0349EE-3048-98E1-5C78ECD1E3B5BC97","96","20141222","","routine"
"2555CAAD-90F8-EFBA-BD61AFB5530C342C","96","20141218","","routine"
"496694","96.5","20141218","","routine"
"496909","96","20141223","","routine"
"500579","96","20141223","","routine"
"500605","96","20141222","","routine"
"500747","96.5","20141223","","routine"
"501389","96","20141223","","routine"
"527106","96","20141222","","routine"
"568DB08D-149A-11B7-94CF123B39527CC7","96.5","20141219","","routine"
"E876B82C-1075-68CB-EF0313028A926EB2","96","20141219","","routine"
"498709","97","20141223","","routine"
"504119","97","20141219","","routine"
"9F4BC4B5-3048-94EE-982A6738437D1769","97","20141222","","routine"
"149A846C-CAB7-3886-718AD0604C4D4C34","97.5","20141222","","routine"
"22FB1440-D3FA-CC79-3F1C53EA3D1AE77C","98.5","20141223","","routine"
"ACBB2A8B-9D65-E85D-6633DB6BFDA1EBA4","98","20141219","","routine"
"12ACA07B-D946-A155-296C46706D556878","99","20141223","","routine"
"496560","99","20141222","","routine"
"7E1A2DC4-1422-201B-1985D4137B96BC6C","99","20141223","","routine"
"1203FA0F-15C8-1394-17A014C9C61EB956","91.5","20141229","","routine"
"12EE94A7-6D9C-A367-8A5E958D9DA61E5C","90","20141230","","routine"
"2B3A3B99-D65A-6C1A-5C95FCA165B4FD0A","92","20141231","","routine"
"40BA89B2-DC63-D818-0106F8340E0ACB65","92.5","20150102","","routine"
"496087","92","20141229","","routine"
"497083","91","20141230","","routine"
"501800","90.5","20141231","","routine"
"6F7D8189-AAB8-7FC9-BF4333120A9443B0","92","20141231","","routine"
"722EE0DF-1363-62BF-ABFF114111448912","88","20141230","","routine"
"7EEBECD0-9C42-62D9-80D07EB7CCA42AC7","90.5","20141229","","routine"
"18B81CEF-C55C-C63E-212F71CDD8597C25","93","20141230","","routine"
"495516","94","20141230","","routine"
"A399E5A8-0DBC-17E5-89046DFC5908A8F3","90","20141218","","routine"
"D211760F-0EC0-BCA2-D96C115E14DCA2B6","91.5","20141231","","routine"
"E7936A14-E419-5A6B-ACDE95F397D384C8","90","20141230","","routine"
"ED60EFEA-173F-120D-3D82DA5FF9BAA1BD","91","20141229","","followup"
"FD049803-15D3-8FA6-4C39C87F5C09EA15","84","20141229","","routine"
"49BAAA6D-3048-94EE-987E0E976E14F47D","94","20141231","","routine"
"501526","93.5","20141230","","routine"
"D4071B5E-EC9F-59D4-55E7997D66100519","94","20141230","","routine"
"EDE2A25B-104B-D939-C6D39A8BD261BB7E","94","20141229","","routine"
"FC687B10-CCB5-BCDE-5D36C65446E23099","93.5","20141229","","routine"
"1401C278-9748-837E-882812F97DF7DD56","95","20141230","","routine"
"28F4897F-AD09-5F2C-C762085417B50EB9","94.5","20141223","","routine"
"42CFBE1A-9A50-9869-CE74521773E2B2D5","95","20141230","","routine"
"500148","95.5","20141230","","routine"
"501200","95.5","20141219","","routine"
"501272","95.5","20141229","","routine"
"495350","96.5","20141223","","routine"
"497104","96","20141231","","routine"
"499592","96.5","20141219","","routine"
"499702","96.5","20150102","","routine"
"A0AD1E42-1199-9CBD-11C7D9629DDE3049","96.5","20141231","","routine"
"AB68FF5D-C6E0-E9BD-791FAFE65A98DEF4","96","20141230","","routine"
"501732","94.5","20141230","","routine"
"509015","95","20141230","","routine"
"7EE78167-FF08-9383-B42A58F32B9B7CCB","94.5","20141230","","routine"
"AB55A35B-3048-98E5-1A71606CD01DCEFC","94.5","20150102","","routine"
"AB6DAFD9-3048-98E5-1AD63E2CBAD24809","95.5","20150102","","routine"
"AF125C76-E39C-4B8B-62F217061362A39C","95","20141231","","routine"
"CBEEC3EA-D52F-EEFB-BF9E700431A7BFF6","95","20141231","","routine"
"DD4D86AC-CC02-8EBC-D41E9CB33C1A847C","95","20141229","","routine"
"0ADF44D6-945D-E172-89AC65F2DFE2C98B","96","20141230","","routine"
"35084DDE-1422-201B-19B9ADD9D3E00A65","96","20141217","","routine"
"FFD425F2-3048-98E7-042DD51886117F35","97.5","20141217","","routine"
"494770","99","20141230","","routine"
"495622","98.5","20141230","","routine"
"497085","99","20141229","","routine"
"497184","99","20141230","","routine"
"501285","99","20141231","","routine"
"504232","98.5","20141231","","routine"
"EC0853D5-FE7D-1084-3CE3B512160B3E9F","98.5","20141229","","routine"
"1662904D-DBAF-5847-66A29C9EA3A95E90","91","20150106","","followup"
"28F92D5D-D180-6A0F-90A902D7D37731F3","91.5","20150109","","routine"
"3E488BE4-EA58-EBB5-0F1B2A6C024A1D18","91","20150108","","routine"
"500946","86.5","20150109","","routine"
"503825","92.5","20150105","","routine"
"72D5CBA2-C1DB-9DED-C19A99E8BEC4AE81","85","20150108","","routine"
"B92269BE-E479-6711-A1BE14C5EA305E06","88.5","20150109","","routine"
"DE427A2E-C0F0-DF22-D7E38FEA18ABD1B4","92.5","20150107","","routine"
"F83903FF-FED3-881F-9B2192CBD1E2F518","91.5","20150107","","routine"
"F8ADDA9E-163F-1467-654511B726DA96CD","92.5","20150106","","routine"
"1842CBB0-19EF-10BD-2EB713106AD3E1A6","94","20150108","","routine"
"2D112D91-BB09-9B69-1764BECB5FF25589","93.5","20150109","","routine"
"0124B480-C0F4-15B8-6D8AE96D00E0EB92","95","20150108","","routine"
"0CEBE91D-EDAB-D86D-EBC7B29B3EBEF7EF","94.5","20150105","","routine"
"21D37253-C867-22C9-173063DF8E72FAEB","95","20150105","","routine"
"498155","93.5","20150108","","routine"
"4B61266F-EFE6-F733-7E831252B2FBD611","94","20150108","","routine"
"4B74B575-B537-DDAF-50BC7C906276C0D6","93","20150108","","routine"
"501513","93","20150108","","routine"
"501818","94","20150107","","routine"
"58BEA4B8-CDCC-1561-72871128F282DD4F","94","20150106","","routine"
"661C3656-1422-201B-198084B6080485E6","93.5","20150106","","routine"
"6BFD8ED4-B7C2-2D6F-49E4F2FEFB48045A","94","20150105","","routine"
"769FFA50-3048-9838-FCA662CAB4F3A1E9","94","20150108","","routine"
"8E0FA1B7-D23B-A868-E208BB16952D1A11","94","20150107","","routine"
"9939AD2C-9246-5340-485A365685ADB13A","94","20150105","","routine"
"DEF80C17-D7B6-8283-BA9D5F676CE1CFC1","93","20150106","","routine"
"EF6B6CEC-C5EA-81EF-6DD57E7D4F8CED70","93.5","20150107","","routine"
"497233","95","20150109","","routine"
"498946","95.5","20150109","","routine"
"4C095B56-DE6D-3610-5845A7EB381A0512","95","20150107","","routine"
"500594","95.5","20150107","","routine"
"512652","95.5","20150106","","routine"
"527174","95.5","20150106","","routine"
"5F662988-8443-9B43-4DB6136A117BD84F","95.5","20141231","","routine"
"D1836B95-F6E7-FE9D-3010188B027FC88F","95.5","20141231","","routine"
"496844","96.5","20150106","","routine"
"FD9427D3-0AFE-A06A-EB61466D34B12418","96.5","20150106","","routine"
"494796","96.5","20150109","","routine"
"501574","96.5","20150106","","routine"
"7F81CAD4-1422-201B-194063B89CF6EA41","96","20150107","","routine"
"290554E0-B630-6871-C02A6A17CD975074","96","20150105","","routine"
"499811","96","20150108","","routine"
"4C2758C1-BF07-CEC8-D37E7CB7BAEA8679","96","20150106","","routine"
"A25C8E8F-D5C9-02D1-406FA29C9B71EE86","96.5","20150108","","routine"
"6F193691-3048-94EE-98AC19E56716A7CF","96.5","20150109","","routine"
"E269AAA0-060C-0234-B89C27CAE9E1AADF","96.5","20150108","","routine"
"496099","97","20150105","","routine"
